record_id,mode,subtype,strategies,algorithm_family,task_family_hash,difficulty,outcome,provider,toolchain,prompt_version,cosim_status
bbf756b4d20a53b3fca06c7202a9997dd2acf6e2e0f3da5dd1d532f2e690742e,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_UNROLL+LOCAL_LOOP_RESTRUCTURE,VECTOR_ELEMENTWISE,2f715a1c094868bd33e04a26cd24d7a668d958175fd3e44beab176efe0e3d876,3,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
bc10083941f380b7137bf23f9126723eb0eb31a6efe733879a4c4a68b2be7a94,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_UNROLL+PARALLEL_REDUCTION,DOT_PRODUCT,517ceee8c6c0c646bd9055a2815aafadb6d0bd5e2eb1e6ef5f309661112aa95c,3,NO_IMPROVEMENT,UNKNOWN,Vitis 2025.2,UNKNOWN,NOT_RUN
bd9cc48a136b40f3fc28ce98704182082ce2a1320861e30f70b146e46f384cc6,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,OTHER,c22acf97012cb09914f25c3ae5a8f5d43080397c123b917e5aaf30a43efda89e,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:e12016910cb2636a47042c02d1718e245b5155693b400bd54aea732a4b18b087,PASS
bf13661d6652cb039bc8179e94170194f38be916034422c0c6add1fc44ef47b3,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,REPLACE_UNSUPPORTED_STL+REMOVE_RECURSION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
bfe91307e8cba50fe6a963bca6cb505177e1fbf5e70c490cf5dd592885d92678,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,LOOP_UNROLL+MULTI_PARTIAL_SUM+PARALLEL_REDUCTION,DOT_PRODUCT,517ceee8c6c0c646bd9055a2815aafadb6d0bd5e2eb1e6ef5f309661112aa95c,3,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
c10fd8c8825d866ad3b714df86680e033f59131151063997a8b49b3deb138d54,SYNTH_FIX,UNSUPPORTED_STL,REPLACE_UNSUPPORTED_STL,MATRIX_MULTIPLICATION,c268dc888208a9376bc96953414fa476f26bf0773020febe70ff54dd3f2fd98c,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:eb4d2cdb6098e8f7510c8dc6176770b2c805b98a69b67bf3353b4c1915ec0001,PASS
c65d3e9021a96a15e32e4eb449493d8f9ab9ab1c26326ad487eac8a35929744e,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,VECTOR_ELEMENTWISE,3f66fe95c8e4f10cada90631276ed45fb5135ca3dc56a724c866a54f8b5f15bb,2,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:91d3a2abfaf32e46ad31b6dacdf8d4ce68d62ce8c568b96123e8cf66dde80fd7,PASS
c864ab0dc920af7afb9ce14c8d66ab703382375b7443007dc29e84ea154b6ea9,OPTIMIZE,SERIAL_REDUCTION,LOOP_UNROLL,REDUCTION,064c365ea5d2c375e2f54987131382b590985827d1699a89bb94a989b868f72b,3,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:22a96fcd1764b2c4f9f41dd98ea5d0c28725cbdcee9b98ed8cbbc0993186c2a0,PASS
ca216abc89f54f40d7488af2c61568aff2973aa139032e93fc0c9fa6e83e4580,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_UNROLL+ARRAY_PARTITION,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,2,SUCCESS,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
cb8b1db9b46281f3583eeb8999e537e85cce24fc89776c33b972ac30fadd37f2,SYNTH_FIX,SYNTHESIS_ERROR_OTHER,OTHER_SYNTHESIS_REPAIR,VECTOR_ELEMENTWISE,50866fb810c75cd5c9537a395b3f4ad05b4af48be9b83086f1bc543710a4f012,3,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
cf7a82022e47bfae8509e117864908cce3b547d54f6b266a8f66b5b76835652a,STRUCTURAL_FIX,FIFO_DEPTH_INSUFFICIENT,INCREASE_FIFO_DEPTH,STREAM_PIPELINE,0a990360b37c0f14d80d317a00a62d335d3ccdefad5d3a538f580028a97e5009,4,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:5e8ccc223c95c285721e5be1bef8bd922f6a743193fae71abec628f84f90e598,PASS
dafeddfb67cc4172106bed1456eb9da98074c8c11d65f504ea0588f6e322e116,REPAIR,FUNCTIONAL_MISMATCH_OTHER,OTHER_FUNCTIONAL_REPAIR,OTHER,48b681c810050468ddf06aa93e96a9e4520885cff91d40a4605ffe3974a00688,2,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
dbdbd12f364c5d5ffd01999128ec881820bc0edb00550f7a8be4e55b6f4a05de,STRUCTURAL_FIX,STRUCTURAL_ERROR_OTHER,OTHER_STRUCTURAL_REPAIR,STREAM_PIPELINE,a2dc758c175f550f615767d005e68e12ff03785bc24321e96b46eb3b99a82884,4,SUCCESS,UNKNOWN,Vitis 2025.2,UNKNOWN,PASS
ee1753e1dc53aa43c07c6405fc1726901bb63e3848df992c232c553255436e31,REPAIR,OFF_BY_ONE,FIX_LOOP_BOUND,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
f3c64c2783d134bc36783954044b69670e305d2dbffe55e0532a7f40c7bb45df,REPAIR,WRONG_COEFFICIENT,FIX_COEFFICIENT,VECTOR_ELEMENTWISE,f027d3351bfa35db4cc800b8fb3f429de7e689d80eb0014dd70f940951cd5700,1,SUCCESS,openai-compatible-task-aware,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:4436ef91e48f7c1fa821728ba90be7085a4e8885b67af8e08aa9bc92e47681d2,PASS
f5bdaa843e4b19f00f9a02c6783075e52b95a4cdbeec2607a2058845137d23fb,OPTIMIZE,HIGH_TRANSACTION_LATENCY_WITH_II_ONE,DATAFLOW+LOCAL_LOOP_RESTRUCTURE,STREAM_PIPELINE,dbe67a50dad374307ada351933cdf37eed7fd1d25a8903a532de514d5ad18ae0,3,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:22a96fcd1764b2c4f9f41dd98ea5d0c28725cbdcee9b98ed8cbbc0993186c2a0,NOT_RUN
f601bdf43868734a5cadfa4b3611be15d784a7084788b03029e4700bd9d2064a,OPTIMIZE,OPTIMIZATION_BOTTLENECK_OTHER,LOOP_UNROLL+LOCAL_LOOP_RESTRUCTURE,STREAM_PIPELINE,71d22f8ae2f9b89ed4ebdcd79fd38a6064f0fbc529a08fc96d95c1a3c90e7ca2,2,NO_IMPROVEMENT,openai-compatible-fast-experiment,Vitis 2025.2,openai-v2-compat-planner-adapter-v1:7fb2ff9f14ce4a661aad2fb8cde0ed422bb3b98bace5baacd2943e52595640a9,NOT_RUN
